idx,cloze
172,증권사 판매잔액 비중은 6월 말 81.94%에서 11월 말 82[MASK]2%로 상승했다.
173,‘LG 와인 셀러’ 美 가전부문 굿디자인상 수상 [MASK]의 초프리미엄 가전 ‘LG 시그니처 와인 셀러’가 미국 디자인상인 ‘굿디자인 어워드’에서 주방 가전 부문 수상작으로 선정됐다.
174,‘LG 와인 셀러’ 美 가전부문 굿디자인상 수상 LG전자의 초프리미엄 가전 ‘LG [MASK] 와인 셀러’가 미국 디자인상인 ‘굿디자인 어워드’에서 주방 가전 부문 수상작으로 선정됐다.
175,‘LG 와인 셀러’ 美 가전부문 굿디자인상 수상 LG전자의 초프리미엄 가전 ‘LG 시그니처 와인 셀러’가 미국 디자인상인 ‘[MASK]’에서 주방 가전 부문 수상작으로 선정됐다.
176,‘LG 와인 셀러’ 美 가전부문 굿디자인상 수상 LG전자의 초프리미엄 가전 ‘LG 시그니처 와인 셀러’가 [MASK] 디자인상인 ‘굿디자인 어워드’에서 주방 가전 부문 수상작으로 선정됐다.
177,최근 25년간 국내 전자업계에서 이 상을 수상한 기업은 [MASK]가 유일하다.
178,최근 25년간 국내 전자업계에서 이 상을 수상한 기업은 [MASK]전자가 유일하다.
179,최근 [MASK] 국내 전자업계에서 이 상을 수상한 기업은 LG전자가 유일하다.
180,최근 [MASK]년간 국내 전자업계에서 이 상을 수상한 기업은 LG전자가 유일하다.
181,0.5도 이내 온도 편차로 최대 65병의 와인을 보관할 수 있는 ‘LG 시그니처 와인셀러’는 본질에 충실한 정제된 디자인 보는 각도에 따라 다른 빛을 내는 샤이니 유니버스 패턴 디자인 등으로 높은 점수를 받았다.LG전자 제공 LG전자의 초프리미엄 가전 ‘LG 시그니처 와인 셀러’가 미국 디자인상인 ‘[MASK]’에서 주방 가전 부문 수상작으로 선정됐다.
182,[MASK]도 이내 온도 편차로 최대 65병의 와인을 보관할 수 있는 ‘LG 시그니처 와인셀러’는 본질에 충실한 정제된 디자인 보는 각도에 따라 다른 빛을 내는 샤이니 유니버스 패턴 디자인 등으로 높은 점수를 받았다.LG전자 제공 LG전자의 초프리미엄 가전 ‘LG 시그니처 와인 셀러’가 미국 디자인상인 ‘굿디자인 어워드’에서 주방 가전 부문 수상작으로 선정됐다.
183,0.5도 이내 온도 편차로 최대 [MASK]의 와인을 보관할 수 있는 ‘LG 시그니처 와인셀러’는 본질에 충실한 정제된 디자인 보는 각도에 따라 다른 빛을 내는 샤이니 유니버스 패턴 디자인 등으로 높은 점수를 받았다.LG전자 제공 LG전자의 초프리미엄 가전 ‘LG 시그니처 와인 셀러’가 미국 디자인상인 ‘굿디자인 어워드’에서 주방 가전 부문 수상작으로 선정됐다.
184,0.5도 이내 온도 편차로 최대 65병의 와인을 보관할 수 있는 ‘LG 시그니처 와인셀러’는 본질에 충실한 정제된 디자인 보는 각도에 따라 다른 빛을 내는 샤이니 유니버스 패턴 디자인 등으로 높은 점수를 받았다.LG전자 제공 LG전자의 초프리미엄 가전 ‘LG 시그니처 와인 셀러’가 [MASK] 디자인상인 ‘굿디자인 어워드’에서 주방 가전 부문 수상작으로 선정됐다.
185,0.5도 이내 온도 편차로 최대 [MASK]병의 와인을 보관할 수 있는 ‘LG 시그니처 와인셀러’는 본질에 충실한 정제된 디자인 보는 각도에 따라 다른 빛을 내는 샤이니 유니버스 패턴 디자인 등으로 높은 점수를 받았다.LG전자 제공 LG전자의 초프리미엄 가전 ‘LG 시그니처 와인 셀러’가 미국 디자인상인 ‘굿디자인 어워드’에서 주방 가전 부문 수상작으로 선정됐다.
186,0.5도 이내 온도 편차로 최대 65병의 와인을 보관할 수 있는 ‘[MASK] 시그니처 와인셀러’는 본질에 충실한 정제된 디자인 보는 각도에 따라 다른 빛을 내는 샤이니 유니버스 패턴 디자인 등으로 높은 점수를 받았다.
187,0.5도 이내 온도 편차로 최대 65병의 와인을 보관할 수 있는 ‘LG [MASK] 와인셀러’는 본질에 충실한 정제된 디자인 보는 각도에 따라 다른 빛을 내는 샤이니 유니버스 패턴 디자인 등으로 높은 점수를 받았다.
188,[MASK]도 이내 온도 편차로 최대 65병의 와인을 보관할 수 있는 ‘LG 시그니처 와인셀러’는 본질에 충실한 정제된 디자인 보는 각도에 따라 다른 빛을 내는 샤이니 유니버스 패턴 디자인 등으로 높은 점수를 받았다.
189,0.5도 이내 온도 편차로 최대 [MASK]의 와인을 보관할 수 있는 ‘LG 시그니처 와인셀러’는 본질에 충실한 정제된 디자인 보는 각도에 따라 다른 빛을 내는 샤이니 유니버스 패턴 디자인 등으로 높은 점수를 받았다.
190,0.5도 이내 온도 편차로 최대 [MASK]병의 와인을 보관할 수 있는 ‘LG 시그니처 와인셀러’는 본질에 충실한 정제된 디자인 보는 각도에 따라 다른 빛을 내는 샤이니 유니버스 패턴 디자인 등으로 높은 점수를 받았다.
191,“동절기 수급 차질 발생하지 않도록 다각도 방안 마련” [MASK]는 정유업계가 동절기 등유 수급 차질이 발생하지 않도록 적극적으로 노력할 것이라고 1일 밝혔다 최근 일부 지역에서 등유 공급이 차질을 빚은 데 대해 석유협회는 갑작스러운 한파로 수요가 증가한 데 따라 석유 유통업계의 재고가 소진된 영향이 컸다고 설명했다.
192,한편 등유는 국내 석유제품 전체 소비 중 약 [MASK]를 차지하며 주로 가정·농어업 난방용으로 사용된다.
193,난방유 특성상 계절적 소비편차가 크며 수요의 약 [MASK]가 동절기에 집중되는 특징이 있다.
194,“마스크 대란 때 생산량 확대 지원” 美서도 주사기 부족에 지연 우려 서울시장선거 출마 여부 [MASK] 결정 서울경제 박영선 중소벤처기업부 장관이 올해 신종 코로나바이러스 감염증 코로나19 백신 접종 시 주사기 부족 문제가 발생하지 않도록 생산량 확대 지원 대책을 준비 중이라고 밝혔다.
195,“마스크 대란 때 생산량 확대 지원” 美서도 주사기 부족에 지연 우려 서울시장선거 출마 여부 1월 결정 서울경제 박영선 중소벤처기업부 장관이 올해 신종 코로나바이러스 감염증 [MASK] 백신 접종 시 주사기 부족 문제가 발생하지 않도록 생산량 확대 지원 대책을 준비 중이라고 밝혔다.
196,박 장관은 오는 [MASK] 열리는 서울시장 보궐선거 출마 여부를 이달 결정한다.
197,박 장관은 1일 연합뉴스와 인터뷰에서 “[MASK] 백신이 국내에 들어오면 제대로 유통되도록 빈틈없이 준비해야 한다”며 “중기부는 주사기 준비 등 밀접한 일을 하고 있다”고 말했다.
198,박 장관은 [MASK] 연합뉴스와 인터뷰에서 “코로나19 백신이 국내에 들어오면 제대로 유통되도록 빈틈없이 준비해야 한다”며 “중기부는 주사기 준비 등 밀접한 일을 하고 있다”고 말했다.
199,박 장관은 1일 [MASK]와 인터뷰에서 “코로나19 백신이 국내에 들어오면 제대로 유통되도록 빈틈없이 준비해야 한다”며 “중기부는 주사기 준비 등 밀접한 일을 하고 있다”고 말했다.
200,중기부는 [MASK] 사태에서기업 생산성을 높이는 자동화 생산시스템인 스마트 공장으로 이런 문제를 대응해왔다.
201,지난해 진단키트 생산업체에 스마트 공장을 보급한 결과 이 중 한 곳은 생산량이 5배 늘었고 스마트 공장을 지원받은 마스크업체들도 생산량이 [MASK] 이상 증가했다.
202,[MASK] 접종 백신 계획은 이달 발표될 예정이다.
203,박 장관은 서울시장 선거 출마에 대해 “오는 11일부터 [MASK] 피해 소상공인을 위한 버팀목 자금지원 백신 주사기 준비 마무리가 급선무”라면서도 “너무 중요한 선거인데 상황이 좋지 않기 때문에 제가 희생해야 한다면 해야 한다고 생각한다”고 말했다.
204,박 장관은 서울시장 선거 출마에 대해 “오는 1[MASK]부터 코로나19 피해 소상공인을 위한 버팀목 자금지원 백신 주사기 준비 마무리가 급선무”라면서도 “너무 중요한 선거인데 상황이 좋지 않기 때문에 제가 희생해야 한다면 해야 한다고 생각한다”고 말했다.
205,박 장관은 서울시장 선거 출마에 대해 “오는 [MASK]일부터 코로나19 피해 소상공인을 위한 버팀목 자금지원 백신 주사기 준비 마무리가 급선무”라면서도 “너무 중요한 선거인데 상황이 좋지 않기 때문에 제가 희생해야 한다면 해야 한다고 생각한다”고 말했다.
206,이어 박 장관은 “[MASK] 중에는 어떻게 됐든 출마 여부를 정해야할 것 같다”고 덧붙였다.
207,“새해엔 경제도 회복하겠소” 다사다난했던 [MASK]년이 저물어 간다.
208,31일 서울 중구 서울도서관 외벽에 신축년 흰 소의 해를 맞아 ‘함께 이겨내겠소 ’라는 문구와 함께 역동적인 소의 움직임을 담은 대형 현수막이 걸려 있다.오장환 기자 5zzang seoul.co.kr 다사다난했던 [MASK]년이 저물어 간다.
209,[MASK]일 서울 중구 서울도서관 외벽에 신축년 흰 소의 해를 맞아 ‘함께 이겨내겠소 ’라는 문구와 함께 역동적인 소의 움직임을 담은 대형 현수막이 걸려 있다.오장환 기자 5zzang seoul.co.kr 다사다난했던 경자년이 저물어 간다.
210,31일 서울 [MASK] 서울도서관 외벽에 신축년 흰 소의 해를 맞아 ‘함께 이겨내겠소 ’라는 문구와 함께 역동적인 소의 움직임을 담은 대형 현수막이 걸려 있다.오장환 기자 5zzang seoul.co.kr 다사다난했던 경자년이 저물어 간다.
211,31일 서울 중구 [MASK] 외벽에 신축년 흰 소의 해를 맞아 ‘함께 이겨내겠소 ’라는 문구와 함께 역동적인 소의 움직임을 담은 대형 현수막이 걸려 있다.오장환 기자 5zzang seoul.co.kr 다사다난했던 경자년이 저물어 간다.
212,[MASK]일 서울 중구 서울도서관 외벽에 신축년 흰 소의 해를 맞아 ‘함께 이겨내겠소 ’라는 문구와 함께 역동적인 소의 움직임을 담은 대형 현수막이 걸려 있다.
213,31일 서울 [MASK] 서울도서관 외벽에 신축년 흰 소의 해를 맞아 ‘함께 이겨내겠소 ’라는 문구와 함께 역동적인 소의 움직임을 담은 대형 현수막이 걸려 있다.
214,31일 서울 중구 [MASK] 외벽에 신축년 흰 소의 해를 맞아 ‘함께 이겨내겠소 ’라는 문구와 함께 역동적인 소의 움직임을 담은 대형 현수막이 걸려 있다.
215,배 사장은 이어 “그럼에도 불구하고 내부적으로 많은 성과를 거뒀다”며 “[MASK]만에 영업이익 흑자를 달성하는 등 2020년은 각별히 뜻깊은 한 해였다”고 회고했다.
216,배 사장은 이어 “그럼에도 불구하고 내부적으로 많은 성과를 거뒀다”며 “21분기만에 영업이익 흑자를 달성하는 등 20[MASK]은 각별히 뜻깊은 한 해였다”고 회고했다.
217,“올림픽 세계 단결하는 대회로 개최할 것 외교 정책 “이웃 국가와 안정적 관계 구축 이데일리 [MASK] 기자 스가 요시히데 菅義偉 일본 총리가 도쿄올림픽을 성공적으로 개최하겠다는 의지를 피력했다.
218,“올림픽 세계 단결하는 대회로 개최할 것 외교 정책 “이웃 국가와 안정적 관계 구축 이데일리 김성훈 기자 [MASK] 菅義偉 일본 총리가 도쿄올림픽을 성공적으로 개최하겠다는 의지를 피력했다.
219,“올림픽 세계 단결하는 대회로 개최할 것 외교 정책 “이웃 국가와 안정적 관계 구축 이데일리 김성훈 기자 스가 요시히데 菅義偉 [MASK] 총리가 도쿄올림픽을 성공적으로 개최하겠다는 의지를 피력했다.
220,“올림픽 세계 단결하는 대회로 개최할 것 외교 정책 “이웃 국가와 안정적 관계 구축 이데일리 김성훈 기자 [MASK] 요시히데 菅義偉 일본 총리가 도쿄올림픽을 성공적으로 개최하겠다는 의지를 피력했다.
221,“올림픽 세계 단결하는 대회로 개최할 것 외교 정책 “이웃 국가와 안정적 관계 구축 이데일리 김성훈 기자 스가 요시히데 菅義偉 일본 총리가 [MASK]올림픽을 성공적으로 개최하겠다는 의지를 피력했다.
222,[MASK] 菅義偉 일본 총리가 지난 14일 오후 일본 총리관저에서 기자들의 취재에 응하고 있다.
223,스가 요시히데 菅義偉 일본 총리가 지난 [MASK]일 오후 일본 총리관저에서 기자들의 취재에 응하고 있다.
224,[MASK] 요시히데 菅義偉 일본 총리가 지난 14일 오후 일본 총리관저에서 기자들의 취재에 응하고 있다.
225,사진 연합뉴스 교도통신과 마이니치신문 등 [MASK] 언론에 따르면 스가 총리는 이날 발표한 연두소감 年頭所感 을 통해 “올림픽을 세계 단결의 상징이 되는 대회로 개최하겠다”며 이같이 밝혔다.
226,사진 연합뉴스 [MASK]과 마이니치신문 등 일본 언론에 따르면 스가 총리는 이날 발표한 연두소감 年頭所感 을 통해 “올림픽을 세계 단결의 상징이 되는 대회로 개최하겠다”며 이같이 밝혔다.
227,사진 연합뉴스 교도통신과 [MASK] 등 일본 언론에 따르면 스가 총리는 이날 발표한 연두소감 年頭所感 을 통해 “올림픽을 세계 단결의 상징이 되는 대회로 개최하겠다”며 이같이 밝혔다.
228,사진 연합뉴스 교도통신과 마이니치신문 등 일본 언론에 따르면 [MASK] 총리는 이날 발표한 연두소감 年頭所感 을 통해 “올림픽을 세계 단결의 상징이 되는 대회로 개최하겠다”며 이같이 밝혔다.
229,지난해 7월 열릴 예정이던 [MASK]올림픽은 코로나19 확산 여파로 올해 7월로 1년 연기됐다.
230,[MASK] 정부와 국제올림픽위원회 IOC 는 도쿄올림픽 개최 의지를 내비치고 있지만 코로나19 확산세가 멈추지 않아 도쿄올림픽이 올해 열릴 수 있을지를 두고 회의적인 시각도 만만치 않은 상황이다.
231,[MASK] 총리는 안전하고 안심할 수 있는 올림픽을 실현하기 위해 확실히 준비하겠다는 뜻을 밝혔다.
